accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR33937913	SRP591378	new	PRJNA1274439	SAMN48984169	MTN159-v1-stool	MTN159-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN159-v1-stool_S60_L001_R1_001.fastq.gz	MTN159-v1-stool_S60_L001_R2_001.fastq.gz				
SRR33937912	SRP591378	new	PRJNA1274439	SAMN48984170	MTN160-v1-stool	MTN160-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN160-v1-stool_S86_L001_R1_001.fastq.gz	MTN160-v1-stool_S86_L001_R2_001.fastq.gz				
SRR33937911	SRP591378	new	PRJNA1274439	SAMN48984171	MTN161-v1-stool	MTN161-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN161-v1-stool_S19_L001_R1_001.fastq.gz	MTN161-v1-stool_S19_L001_R2_001.fastq.gz				
SRR33937910	SRP591378	new	PRJNA1274439	SAMN48984172	MTN162-v1-stool	MTN162-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN162-v1-stool_S4_L001_R1_001.fastq.gz	MTN162-v1-stool_S4_L001_R2_001.fastq.gz				
SRR33937909	SRP591378	new	PRJNA1274439	SAMN48984173	MTN163-v1-stool	MTN163-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN163-v1-stool_S145_L001_R1_001.fastq.gz	MTN163-v1-stool_S145_L001_R2_001.fastq.gz				
SRR33937908	SRP591378	new	PRJNA1274439	SAMN48984174	MTN164-v1-stool	MTN164-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN164-v1-stool_S66_L001_R1_001.fastq.gz	MTN164-v1-stool_S66_L001_R2_001.fastq.gz				
SRR33937907	SRP591378	new	PRJNA1274439	SAMN48984175	MTN165-v1-stool	MTN165-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN165-v1-stool_S178_L001_R1_001.fastq.gz	MTN165-v1-stool_S178_L001_R2_001.fastq.gz				
SRR33937906	SRP591378	new	PRJNA1274439	SAMN48984176	MTN166-v1-stool	MTN166-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN166-v1-stool_S8_L001_R1_001.fastq.gz	MTN166-v1-stool_S8_L001_R2_001.fastq.gz				
SRR33937904	SRP591378	new	PRJNA1274439	SAMN48984177	MTN167-v1-stool	MTN167-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN167-v1-stool_S106_L001_R1_001.fastq.gz	MTN167-v1-stool_S106_L001_R2_001.fastq.gz				
SRR33937903	SRP591378	new	PRJNA1274439	SAMN48984178	MTN168-v1-stool	MTN168-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN168-v1-stool_S107_L001_R1_001.fastq.gz	MTN168-v1-stool_S107_L001_R2_001.fastq.gz				
SRR33937902	SRP591378	new	PRJNA1274439	SAMN48984179	MTN169-v1-stool	MTN169-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN169-v1-stool_S74_L001_R1_001.fastq.gz	MTN169-v1-stool_S74_L001_R2_001.fastq.gz				
SRR33937901	SRP591378	new	PRJNA1274439	SAMN48984180	MTN170-v1-stool	MTN170-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN170-v1-stool_S153_L001_R1_001.fastq.gz	MTN170-v1-stool_S153_L001_R2_001.fastq.gz				
SRR33937900	SRP591378	new	PRJNA1274439	SAMN48984181	MTN171-v1-stool	MTN171-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN171-v1-stool_S49_L001_R1_001.fastq.gz	MTN171-v1-stool_S49_L001_R2_001.fastq.gz				
SRR33937899	SRP591378	new	PRJNA1274439	SAMN48984182	MTN172-v1-stool	MTN172-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN172-v1-stool_S185_L001_R1_001.fastq.gz	MTN172-v1-stool_S185_L001_R2_001.fastq.gz				
SRR33937898	SRP591378	new	PRJNA1274439	SAMN48984183	PFND027-v1-stool	PFND027-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND027-v1-stool_S65_L001_R1_001.fastq.gz	PFND027-v1-stool_S65_L001_R2_001.fastq.gz				
SRR33937897	SRP591378	new	PRJNA1274439	SAMN48984184	PFND029-v1-stool-a	PFND029-v1-stool-a	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND029-v1-stool-a_S41_L001_R1_001.fastq.gz	PFND029-v1-stool-a_S41_L001_R2_001.fastq.gz				
SRR33937896	SRP591378	new	PRJNA1274439	SAMN48984185	PFND029-v1-stool-b	PFND029-v1-stool-b	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND029-v1-stool-b_S45_L001_R1_001.fastq.gz	PFND029-v1-stool-b_S45_L001_R2_001.fastq.gz				
SRR33937839	SRP591378	new	PRJNA1274439	SAMN48984186	PFND030-v1-stool	PFND030-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND030-v1-stool_S20_L001_R1_001.fastq.gz	PFND030-v1-stool_S20_L001_R2_001.fastq.gz				
SRR33937837	SRP591378	new	PRJNA1274439	SAMN48984187	PFND035-v1-stool	PFND035-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND035-v1-stool_S115_L001_R1_001.fastq.gz	PFND035-v1-stool_S115_L001_R2_001.fastq.gz				
SRR33937836	SRP591378	new	PRJNA1274439	SAMN48984188	PFND037-v1-stool	PFND037-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND037-v1-stool_S109_L001_R1_001.fastq.gz	PFND037-v1-stool_S109_L001_R2_001.fastq.gz				
SRR33937835	SRP591378	new	PRJNA1274439	SAMN48984189	PFND038-v1-stool	PFND038-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND038-v1-stool_S70_L001_R1_001.fastq.gz	PFND038-v1-stool_S70_L001_R2_001.fastq.gz				
SRR33937834	SRP591378	new	PRJNA1274439	SAMN48984190	PFND039-v1-stool	PFND039-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND039-v1-stool_S93_L001_R1_001.fastq.gz	PFND039-v1-stool_S93_L001_R2_001.fastq.gz				
SRR33937833	SRP591378	new	PRJNA1274439	SAMN48984191	PFND040-v1-stool	PFND040-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND040-v1-stool_S157_L001_R1_001.fastq.gz	PFND040-v1-stool_S157_L001_R2_001.fastq.gz				
SRR33937832	SRP591378	new	PRJNA1274439	SAMN48984192	PFND041-v1-stool	PFND041-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND041-v1-stool_S70_L001_R1_001.fastq.gz	PFND041-v1-stool_S70_L001_R2_001.fastq.gz				
SRR33937831	SRP591378	new	PRJNA1274439	SAMN48984193	PFND044-v1-stool	PFND044-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND044-v1-stool_S183_L001_R1_001.fastq.gz	PFND044-v1-stool_S183_L001_R2_001.fastq.gz				
SRR33937830	SRP591378	new	PRJNA1274439	SAMN48984194	PFND045-v1-stool	PFND045-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND045-v1-stool_S50_L001_R1_001.fastq.gz	PFND045-v1-stool_S50_L001_R2_001.fastq.gz				
SRR33937829	SRP591378	new	PRJNA1274439	SAMN48984195	PFND046-v1-stool	PFND046-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND046-v1-stool_S106_L001_R1_001.fastq.gz	PFND046-v1-stool_S106_L001_R2_001.fastq.gz				
SRR33937828	SRP591378	new	PRJNA1274439	SAMN48984196	PFND047-v1-stool	PFND047-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND047-v1-stool_S91_L001_R1_001.fastq.gz	PFND047-v1-stool_S91_L001_R2_001.fastq.gz				
SRR33937826	SRP591378	new	PRJNA1274439	SAMN48984197	PFND049-v1-stool	PFND049-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND049-v1-stool_S18_L001_R1_001.fastq.gz	PFND049-v1-stool_S18_L001_R2_001.fastq.gz				
SRR33937825	SRP591378	new	PRJNA1274439	SAMN48984198	PFND050-v1-stool	PFND050-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND050-v1-stool_S161_L001_R1_001.fastq.gz	PFND050-v1-stool_S161_L001_R2_001.fastq.gz				
SRR33937824	SRP591378	new	PRJNA1274439	SAMN48984199	PFND051-v1-stool	PFND051-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND051-v1-stool_S153_L001_R1_001.fastq.gz	PFND051-v1-stool_S153_L001_R2_001.fastq.gz				
SRR33937823	SRP591378	new	PRJNA1274439	SAMN48984200	PFND052-v1-stool	PFND052-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND052-v1-stool_S150_L001_R1_001.fastq.gz	PFND052-v1-stool_S150_L001_R2_001.fastq.gz				
SRR33937822	SRP591378	new	PRJNA1274439	SAMN48984201	PFND053-v1-stool	PFND053-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND053-v1-stool_S155_L001_R1_001.fastq.gz	PFND053-v1-stool_S155_L001_R2_001.fastq.gz				
SRR33937821	SRP591378	new	PRJNA1274439	SAMN48984202	PFND054-v1-stool	PFND054-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND054-v1-stool_S109_L001_R1_001.fastq.gz	PFND054-v1-stool_S109_L001_R2_001.fastq.gz				
SRR33937820	SRP591378	new	PRJNA1274439	SAMN48984203	PFND055-v1-stool	PFND055-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND055-v1-stool_S141_L001_R1_001.fastq.gz	PFND055-v1-stool_S141_L001_R2_001.fastq.gz				
SRR33937819	SRP591378	new	PRJNA1274439	SAMN48984204	PFND056-v1-stool	PFND056-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND056-v1-stool_S119_L001_R1_001.fastq.gz	PFND056-v1-stool_S119_L001_R2_001.fastq.gz				
SRR33937818	SRP591378	new	PRJNA1274439	SAMN48984205	PFND057-v1-stool	PFND057-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND057-v1-stool_S132_L001_R1_001.fastq.gz	PFND057-v1-stool_S132_L001_R2_001.fastq.gz				
SRR33937817	SRP591378	new	PRJNA1274439	SAMN48984206	PFND058-v1-stool	PFND058-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND058-v1-stool_S110_L001_R1_001.fastq.gz	PFND058-v1-stool_S110_L001_R2_001.fastq.gz				
SRR33937815	SRP591378	new	PRJNA1274439	SAMN48984207	PFND059-v1-stool	PFND059-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND059-v1-stool_S59_L001_R1_001.fastq.gz	PFND059-v1-stool_S59_L001_R2_001.fastq.gz				
SRR33937814	SRP591378	new	PRJNA1274439	SAMN48984208	PFND064-v1-stool	PFND064-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND064-v1-stool_S164_L001_R1_001.fastq.gz	PFND064-v1-stool_S164_L001_R2_001.fastq.gz				
SRR33937813	SRP591378	new	PRJNA1274439	SAMN48984209	PFND065-v1-stool	PFND065-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	PFND065-v1-stool_S117_L001_R1_001.fastq.gz	PFND065-v1-stool_S117_L001_R2_001.fastq.gz				
